# verticals
slug,name,category,category_name_sr,pricing_tier,market_index,market_intensity,tam_estimate_usd,competition_score,primary_deliverable_id,vertical_package_client_eur,primary_deliverable_client_eur,resource_cost_eur,owner_net_vertical_package_eur,owner_net_primary_eur,owner_net_after_quality_eur,has_page,has_outreach,href
sales-appointment-setting,Appointment Setting (Sales),sales,Prodaja,standard,1.08,70,138000,65,lead-gen-retainer,407,794,63,275,612,261,true,true,/solutions/sales-appointment-setting
sales-business-development,Business Development (Sales),sales,Prodaja,standard,1.08,70,138000,65,lead-gen-retainer,407,794,63,275,612,261,true,true,/solutions/sales-business-development
sales-cold-calling,Cold Calling (Sales),sales,Prodaja,standard,1.08,70,138000,65,lead-gen-retainer,407,794,63,275,612,261,true,true,/solutions/sales-cold-calling
sales-cold-email-outreach,Cold Email Outreach (Sales),sales,Prodaja,standard,1.08,70,138000,65,lead-gen-retainer,407,794,63,275,612,261,true,true,/solutions/sales-cold-email-outreach
sales-crm-management,Crm Management (Sales),sales,Prodaja,standard,1.08,70,138000,65,lead-gen-retainer,407,794,63,275,612,261,true,true,/solutions/sales-crm-management
sales-crm-setup,Crm Setup (Sales),sales,Prodaja,standard,1.08,70,138000,65,lead-gen-retainer,407,794,63,275,612,261,true,true,/solutions/sales-crm-setup
sales-customer-acquisition,Customer Acquisition (Sales),sales,Prodaja,standard,1.08,70,138000,65,lead-gen-retainer,407,794,63,275,612,261,true,true,/solutions/sales-customer-acquisition
sales-lead-generation,Lead Generation (Sales),sales,Prodaja,standard,1.08,70,138000,65,lead-gen-retainer,407,794,63,275,612,261,true,true,/solutions/sales-lead-generation
sales-pipeline-management,Pipeline Management (Sales),sales,Prodaja,standard,1.08,70,138000,65,lead-gen-retainer,407,794,63,275,612,261,true,true,/solutions/sales-pipeline-management
sales-prospecting,Prospecting (Sales),sales,Prodaja,standard,1.08,70,138000,65,lead-gen-retainer,407,794,63,275,612,261,true,true,/solutions/sales-prospecting
sales-sales-consulting,Sales Consulting (Sales),sales,Prodaja,standard,1.08,70,138000,65,lead-gen-retainer,407,794,63,275,612,261,true,true,/solutions/sales-sales-consulting
sales-sales-development,Sales Development (Sales),sales,Prodaja,standard,1.08,70,138000,65,lead-gen-retainer,407,794,63,275,612,261,true,true,/solutions/sales-sales-development
sales-sales-operations,Sales Operations (Sales),sales,Prodaja,standard,1.08,70,138000,65,lead-gen-retainer,407,794,63,275,612,261,true,true,/solutions/sales-sales-operations
technology-ai-consulting,Ai Consulting (Technology),technology,Tehnologija,premium,1.28,58,127600,59,vertical-package,635,635,63,458,458,435,true,true,/solutions/technology-ai-consulting
technology-blockchain,Blockchain (Technology),technology,Tehnologija,premium,1.28,58,127600,59,vertical-package,635,635,63,458,458,435,true,true,/solutions/technology-blockchain
technology-cloud-consulting,Cloud Consulting (Technology),technology,Tehnologija,premium,1.28,58,127600,59,vertical-package,635,635,63,458,458,435,true,true,/solutions/technology-cloud-consulting
technology-crm-implementation,Crm Implementation (Technology),technology,Tehnologija,premium,1.28,58,127600,59,vertical-package,635,635,63,458,458,435,true,true,/solutions/technology-crm-implementation
technology-cybersecurity,Cybersecurity (Technology),technology,Tehnologija,premium,1.28,58,127600,59,vertical-package,635,635,63,458,458,435,true,true,/solutions/technology-cybersecurity
technology-data-analytics,Data Analytics (Technology),technology,Tehnologija,premium,1.28,58,127600,59,vertical-package,635,635,63,458,458,435,true,true,/solutions/technology-data-analytics
technology-dev-agency,Dev Agency (Technology),technology,Tehnologija,premium,1.28,58,127600,59,vertical-package,635,635,63,458,458,435,true,true,/solutions/technology-dev-agency
technology-devops,Devops (Technology),technology,Tehnologija,premium,1.28,58,127600,59,vertical-package,635,635,63,458,458,435,true,true,/solutions/technology-devops
technology-erp-implementation,Erp Implementation (Technology),technology,Tehnologija,premium,1.28,58,127600,59,vertical-package,635,635,63,458,458,435,true,true,/solutions/technology-erp-implementation
technology-game-dev,Game Dev (Technology),technology,Tehnologija,premium,1.28,58,127600,59,vertical-package,635,635,63,458,458,435,true,true,/solutions/technology-game-dev
technology-hosting,Hosting (Technology),technology,Tehnologija,premium,1.28,58,127600,59,vertical-package,635,635,63,458,458,435,true,true,/solutions/technology-hosting
technology-iot,Iot (Technology),technology,Tehnologija,premium,1.28,58,127600,59,vertical-package,635,635,63,458,458,435,true,true,/solutions/technology-iot
technology-it-support,It Support (Technology),technology,Tehnologija,premium,1.28,58,127600,59,vertical-package,635,635,63,458,458,435,true,true,/solutions/technology-it-support
technology-mobile-apps,Mobile Apps (Technology),technology,Tehnologija,premium,1.28,58,127600,59,vertical-package,635,635,63,458,458,435,true,true,/solutions/technology-mobile-apps
technology-msp,Msp (Technology),technology,Tehnologija,premium,1.28,58,127600,59,vertical-package,635,635,63,458,458,435,true,true,/solutions/technology-msp
technology-networking,Networking (Technology),technology,Tehnologija,premium,1.28,58,127600,59,vertical-package,635,635,63,458,458,435,true,true,/solutions/technology-networking
technology-qa-services,Qa Services (Technology),technology,Tehnologija,premium,1.28,58,127600,59,vertical-package,635,635,63,458,458,435,true,true,/solutions/technology-qa-services
technology-saas,Saas (Technology),technology,Tehnologija,premium,1.28,58,127600,59,vertical-package,635,635,63,458,458,435,true,true,/solutions/technology-saas
technology-tech-training,Tech Training (Technology),technology,Tehnologija,premium,1.28,58,127600,59,vertical-package,635,635,63,458,458,435,true,true,/solutions/technology-tech-training
technology-web-agency,Web Agency (Technology),technology,Tehnologija,premium,1.28,58,127600,59,vertical-package,635,635,63,458,458,435,true,true,/solutions/technology-web-agency
travel-adventure-travel,Adventure Travel (Travel),travel,Putovanja,standard,1.02,52,117200,56,vertical-package,369,369,63,245,245,233,true,true,/solutions/travel-adventure-travel
travel-airline-services,Airline Services (Travel),travel,Putovanja,standard,1.02,52,117200,56,vertical-package,369,369,63,245,245,233,true,true,/solutions/travel-airline-services
travel-airport-services,Airport Services (Travel),travel,Putovanja,standard,1.02,52,117200,56,vertical-package,369,369,63,245,245,233,true,true,/solutions/travel-airport-services
travel-business-travel,Business Travel (Travel),travel,Putovanja,standard,1.02,52,117200,56,vertical-package,369,369,63,245,245,233,true,true,/solutions/travel-business-travel
travel-car-rental-travel,Car Rental Travel (Travel),travel,Putovanja,standard,1.02,52,117200,56,vertical-package,369,369,63,245,245,233,true,true,/solutions/travel-car-rental-travel
travel-concierge,Concierge (Travel),travel,Putovanja,standard,1.02,52,117200,56,vertical-package,369,369,63,245,245,233,true,true,/solutions/travel-concierge
travel-cruise,Cruise (Travel),travel,Putovanja,standard,1.02,52,117200,56,vertical-package,369,369,63,245,245,233,true,true,/solutions/travel-cruise
travel-destination-mgmt,Destination Mgmt (Travel),travel,Putovanja,standard,1.02,52,117200,56,vertical-package,369,369,63,245,245,233,true,true,/solutions/travel-destination-mgmt
travel-eco-tourism,Eco Tourism (Travel),travel,Putovanja,standard,1.02,52,117200,56,vertical-package,369,369,63,245,245,233,true,true,/solutions/travel-eco-tourism
travel-group-travel,Group Travel (Travel),travel,Putovanja,standard,1.02,52,117200,56,vertical-package,369,369,63,245,245,233,true,true,/solutions/travel-group-travel
travel-host-agency,Host Agency (Travel),travel,Putovanja,standard,1.02,52,117200,56,vertical-package,369,369,63,245,245,233,true,true,/solutions/travel-host-agency
travel-luxury-travel,Luxury Travel (Travel),travel,Putovanja,standard,1.02,52,117200,56,vertical-package,369,369,63,245,245,233,true,true,/solutions/travel-luxury-travel
travel-medical-tourism,Medical Tourism (Travel),travel,Putovanja,standard,1.02,52,117200,56,vertical-package,369,369,63,245,245,233,true,true,/solutions/travel-medical-tourism
travel-rail-travel,Rail Travel (Travel),travel,Putovanja,standard,1.02,52,117200,56,vertical-package,369,369,63,245,245,233,true,true,/solutions/travel-rail-travel
travel-tour-operator,Tour Operator (Travel),travel,Putovanja,standard,1.02,52,117200,56,vertical-package,369,369,63,245,245,233,true,true,/solutions/travel-tour-operator
travel-travel-agency,Travel Agency (Travel),travel,Putovanja,standard,1.02,52,117200,56,vertical-package,369,369,63,245,245,233,true,true,/solutions/travel-travel-agency
travel-travel-content,Travel Content (Travel),travel,Putovanja,standard,1.02,52,117200,56,vertical-package,369,369,63,245,245,233,true,true,/solutions/travel-travel-content
travel-travel-insurance,Travel Insurance (Travel),travel,Putovanja,standard,1.02,52,117200,56,vertical-package,369,369,63,245,245,233,true,true,/solutions/travel-travel-insurance
travel-travel-tech,Travel Tech (Travel),travel,Putovanja,standard,1.02,52,117200,56,vertical-package,369,369,63,245,245,233,true,true,/solutions/travel-travel-tech
travel-visa-services,Visa Services (Travel),travel,Putovanja,standard,1.02,52,117200,56,vertical-package,369,369,63,245,245,233,true,true,/solutions/travel-visa-services
video-animation-2d-animation,2d Animation (Video & Animation),video_animation,Video & animacija,standard,1.16,54,126800,57,landing,422,2098,63,287,1613,273,true,true,/solutions/video-animation-2d-animation
video-animation-3d-animation,3d Animation (Video & Animation),video_animation,Video & animacija,standard,1.16,54,126800,57,landing,422,2098,63,287,1613,273,true,true,/solutions/video-animation-3d-animation
video-animation-character-animation,Character Animation (Video & Animation),video_animation,Video & animacija,standard,1.16,54,126800,57,landing,422,2098,63,287,1613,273,true,true,/solutions/video-animation-character-animation
video-animation-color-grading,Color Grading (Video & Animation),video_animation,Video & animacija,standard,1.16,54,126800,57,landing,422,2098,63,287,1613,273,true,true,/solutions/video-animation-color-grading
video-animation-explainer-videos,Explainer Videos (Video & Animation),video_animation,Video & animacija,standard,1.16,54,126800,57,landing,422,2098,63,287,1613,273,true,true,/solutions/video-animation-explainer-videos
video-animation-instagram-reel-editing,Instagram Reel Editing (Video & Animation),video_animation,Video & animacija,standard,1.16,54,126800,57,landing,422,2098,63,287,1613,273,true,true,/solutions/video-animation-instagram-reel-editing
video-animation-motion-graphics,Motion Graphics (Video & Animation),video_animation,Video & animacija,standard,1.16,54,126800,57,landing,422,2098,63,287,1613,273,true,true,/solutions/video-animation-motion-graphics
video-animation-short-form-video-editing,Short Form Video Editing (Video & Animation),video_animation,Video & animacija,standard,1.16,54,126800,57,landing,422,2098,63,287,1613,273,true,true,/solutions/video-animation-short-form-video-editing
video-animation-short-form-videos,Short Form Videos (Video & Animation),video_animation,Video & animacija,standard,1.16,54,126800,57,landing,422,2098,63,287,1613,273,true,true,/solutions/video-animation-short-form-videos
video-animation-storyboarding,Storyboarding (Video & Animation),video_animation,Video & animacija,standard,1.16,54,126800,57,landing,422,2098,63,287,1613,273,true,true,/solutions/video-animation-storyboarding
video-animation-tiktok-video-editing,Tiktok Video Editing (Video & Animation),video_animation,Video & animacija,standard,1.16,54,126800,57,landing,422,2098,63,287,1613,273,true,true,/solutions/video-animation-tiktok-video-editing
video-animation-vfx-compositing,Vfx Compositing (Video & Animation),video_animation,Video & animacija,standard,1.16,54,126800,57,landing,422,2098,63,287,1613,273,true,true,/solutions/video-animation-vfx-compositing
video-animation-video-editing,Video Editing (Video & Animation),video_animation,Video & animacija,standard,1.16,54,126800,57,landing,422,2098,63,287,1613,273,true,true,/solutions/video-animation-video-editing
video-animation-video-marketing,Video Marketing (Video & Animation),video_animation,Video & animacija,standard,1.16,54,126800,57,landing,422,2098,63,287,1613,273,true,true,/solutions/video-animation-video-marketing
video-animation-video-production,Video Production (Video & Animation),video_animation,Video & animacija,standard,1.16,54,126800,57,landing,422,2098,63,287,1613,273,true,true,/solutions/video-animation-video-production
video-animation-visual-effects,Visual Effects (Video & Animation),video_animation,Video & animacija,standard,1.16,54,126800,57,landing,422,2098,63,287,1613,273,true,true,/solutions/video-animation-visual-effects
video-animation-whiteboard-animation,Whiteboard Animation (Video & Animation),video_animation,Video & animacija,standard,1.16,54,126800,57,landing,422,2098,63,287,1613,273,true,true,/solutions/video-animation-whiteboard-animation
video-animation-youtube-video-editing,Youtube Video Editing (Video & Animation),video_animation,Video & animacija,standard,1.16,54,126800,57,landing,422,2098,63,287,1613,273,true,true,/solutions/video-animation-youtube-video-editing
web3-crypto-consulting,Crypto Consulting (Web3),web3,Web3,premium,1.42,60,125200,60,audit,707,2727,63,515,2109,489,true,true,/solutions/web3-crypto-consulting
web3-defi,Defi (Web3),web3,Web3,premium,1.42,60,125200,60,audit,707,2727,63,515,2109,489,true,true,/solutions/web3-defi
web3-nft-development,Nft Development (Web3),web3,Web3,premium,1.42,60,125200,60,audit,707,2727,63,515,2109,489,true,true,/solutions/web3-nft-development
web3-smart-contracts,Smart Contracts (Web3),web3,Web3,premium,1.42,60,125200,60,audit,707,2727,63,515,2109,489,true,true,/solutions/web3-smart-contracts
writing-translation-article-writing,Article Writing (Writing & Translation),writing_translation,Pisanje & prevod,budget,0.85,48,122800,54,landing,229,1136,63,133,843,126,true,true,/solutions/writing-translation-article-writing
writing-translation-blog-writing,Blog Writing (Writing & Translation),writing_translation,Pisanje & prevod,budget,0.85,48,122800,54,landing,229,1136,63,133,843,126,true,true,/solutions/writing-translation-blog-writing
writing-translation-book-writing,Book Writing (Writing & Translation),writing_translation,Pisanje & prevod,budget,0.85,48,122800,54,landing,229,1136,63,133,843,126,true,true,/solutions/writing-translation-book-writing
writing-translation-business-writing,Business Writing (Writing & Translation),writing_translation,Pisanje & prevod,budget,0.85,48,122800,54,landing,229,1136,63,133,843,126,true,true,/solutions/writing-translation-business-writing
writing-translation-captioning,Captioning (Writing & Translation),writing_translation,Pisanje & prevod,budget,0.85,48,122800,54,landing,229,1136,63,133,843,126,true,true,/solutions/writing-translation-captioning
writing-translation-content-writing,Content Writing (Writing & Translation),writing_translation,Pisanje & prevod,budget,0.85,48,122800,54,landing,229,1136,63,133,843,126,true,true,/solutions/writing-translation-content-writing
writing-translation-copy-editing,Copy Editing (Writing & Translation),writing_translation,Pisanje & prevod,budget,0.85,48,122800,54,landing,229,1136,63,133,843,126,true,true,/solutions/writing-translation-copy-editing
writing-translation-copywriting,Copywriting (Writing & Translation),writing_translation,Pisanje & prevod,budget,0.85,48,122800,54,landing,229,1136,63,133,843,126,true,true,/solutions/writing-translation-copywriting
writing-translation-cover-letter-writing,Cover Letter Writing (Writing & Translation),writing_translation,Pisanje & prevod,budget,0.85,48,122800,54,landing,229,1136,63,133,843,126,true,true,/solutions/writing-translation-cover-letter-writing
writing-translation-ebook-writing,Ebook Writing (Writing & Translation),writing_translation,Pisanje & prevod,budget,0.85,48,122800,54,landing,229,1136,63,133,843,126,true,true,/solutions/writing-translation-ebook-writing
writing-translation-editing,Editing (Writing & Translation),writing_translation,Pisanje & prevod,budget,0.85,48,122800,54,landing,229,1136,63,133,843,126,true,true,/solutions/writing-translation-editing
writing-translation-email-copywriting,Email Copywriting (Writing & Translation),writing_translation,Pisanje & prevod,budget,0.85,48,122800,54,landing,229,1136,63,133,843,126,true,true,/solutions/writing-translation-email-copywriting
writing-translation-ghostwriting,Ghostwriting (Writing & Translation),writing_translation,Pisanje & prevod,budget,0.85,48,122800,54,landing,229,1136,63,133,843,126,true,true,/solutions/writing-translation-ghostwriting
writing-translation-grant-writing,Grant Writing (Writing & Translation),writing_translation,Pisanje & prevod,budget,0.85,48,122800,54,landing,229,1136,63,133,843,126,true,true,/solutions/writing-translation-grant-writing
writing-translation-localization,Localization (Writing & Translation),writing_translation,Pisanje & prevod,budget,0.85,48,122800,54,landing,229,1136,63,133,843,126,true,true,/solutions/writing-translation-localization
writing-translation-proofreading,Proofreading (Writing & Translation),writing_translation,Pisanje & prevod,budget,0.85,48,122800,54,landing,229,1136,63,133,843,126,true,true,/solutions/writing-translation-proofreading
writing-translation-resume-writing,Resume Writing (Writing & Translation),writing_translation,Pisanje & prevod,budget,0.85,48,122800,54,landing,229,1136,63,133,843,126,true,true,/solutions/writing-translation-resume-writing
writing-translation-sales-copywriting,Sales Copywriting (Writing & Translation),writing_translation,Pisanje & prevod,budget,0.85,48,122800,54,landing,229,1136,63,133,843,126,true,true,/solutions/writing-translation-sales-copywriting
writing-translation-screenwriting,Screenwriting (Writing & Translation),writing_translation,Pisanje & prevod,budget,0.85,48,122800,54,landing,229,1136,63,133,843,126,true,true,/solutions/writing-translation-screenwriting
writing-translation-script-writing,Script Writing (Writing & Translation),writing_translation,Pisanje & prevod,budget,0.85,48,122800,54,landing,229,1136,63,133,843,126,true,true,/solutions/writing-translation-script-writing
writing-translation-seo-writing,Seo Writing (Writing & Translation),writing_translation,Pisanje & prevod,budget,0.85,48,122800,54,landing,229,1136,63,133,843,126,true,true,/solutions/writing-translation-seo-writing
writing-translation-subtitling,Subtitling (Writing & Translation),writing_translation,Pisanje & prevod,budget,0.85,48,122800,54,landing,229,1136,63,133,843,126,true,true,/solutions/writing-translation-subtitling
writing-translation-technical-writing,Technical Writing (Writing & Translation),writing_translation,Pisanje & prevod,budget,0.85,48,122800,54,landing,229,1136,63,133,843,126,true,true,/solutions/writing-translation-technical-writing
writing-translation-transcription,Transcription (Writing & Translation),writing_translation,Pisanje & prevod,budget,0.85,48,122800,54,landing,229,1136,63,133,843,126,true,true,/solutions/writing-translation-transcription
writing-translation-translation,Translation (Writing & Translation),writing_translation,Pisanje & prevod,budget,0.85,48,122800,54,landing,229,1136,63,133,843,126,true,true,/solutions/writing-translation-translation

# category_aggregates
category,category_name_sr,vertical_count,avg_market_index,avg_vertical_package_eur,avg_owner_net_eur,avg_owner_net_after_quality_eur,total_owner_net_potential_eur
development_it,Development & IT,51,1.3,651,470,447,23970
design_creative,Dizajn & kreativa,34,1.06,386,258,245,8772
marketing,Marketing,30,1.1,410,278,264,8340
writing_translation,Pisanje & prevod,25,0.85,229,133,126,3325
ai_data,AI & Data,24,1.38,700,510,485,12240
ecommerce,E-commerce,21,1.14,425,290,276,6090
healthcare,Zdravstvo,21,1.45,858,636,604,13356
agriculture,Poljoprivreda,20,0.95,344,225,214,4500
automotive,Automobili,20,1.08,391,262,249,5240
beauty,Lepota i wellness,20,0.9,238,140,133,2800
construction,Građevina,20,1.05,380,254,241,5080
education,Obrazovanje,20,1,362,239,227,4780
energy,Energija,20,1.48,875,650,618,13000
entertainment,Zabava,20,1.08,391,262,249,5240
finance,Finansije,20,1.3,645,466,443,9320
fitness,Fitnes,20,0.92,243,144,137,2880
government,Javni sektor,20,1.5,887,659,626,13180
home_services,Kućne usluge,20,0.9,240,142,135,2840
hospitality,Ugostiteljstvo,20,0.86,229,133,126,2660
industrial,Industrija,20,1.35,799,589,560,11780
legal,Pravo,20,1.38,684,497,472,9940
logistics,Logistika,20,1.15,570,406,386,8120
manufacturing,Proizvodnja,20,1.18,585,418,397,8360
media,Mediji,20,1.05,380,254,241,5080
nonprofit,Neprofitne org.,20,0.72,150,70,67,1400
pets,Pet industrija,20,0.88,232,135,128,2700
professional,Profesionalne usluge,20,1.15,416,282,268,5640
real-estate,Nekretnine,20,1.2,595,426,405,8520
retail,Maloprodaja,20,0.88,232,135,128,2700
technology,Tehnologija,20,1.28,635,458,435,9160
travel,Putovanja,20,1.02,369,245,233,4900
admin_support,Admin podrška,18,0.82,217,123,117,2214
video_animation,Video & animacija,18,1.16,422,287,273,5166
audio_music,Audio & muzika,17,0.94,339,221,210,3757
engineering_architecture,Inženjering & arhitektura,17,1.34,661,478,454,8126
finance_accounting,Finansije & računovodstvo,17,1.32,658,476,452,8092
education_training,Obrazovanje & trening,16,1,362,239,227,3824
hr_recruiting,HR & regrutacija,16,1.12,411,278,264,4448
legal_services,Pravne usluge,16,1.4,688,500,475,8000
business_consulting,Biznis konsalting,15,1.26,625,450,428,6750
photography,Fotografija,14,0.9,240,142,135,1988
sales,Prodaja,14,1.08,407,275,261,3850
customer_service,Korisnička podrška,12,0.86,234,137,130,1644
engineering_science,Inženjering & nauka,6,1.32,648,468,445,2808
product_project_management,Proizvod & projekti,5,1.22,603,432,410,2160
community_moderation,Community & moderacija,4,0.88,237,139,132,556
creator_services,Creator usluge,4,0.98,363,240,228,960
localization,Lokalizacija,4,1.02,368,244,232,976
real_estate_services,Nekretnine usluge,4,1.2,595,426,405,1704
web3,Web3,4,1.42,707,515,489,2060
